row_id,engagement_score
89198,4.214502574650568
89199,3.907618508751627
89200,2.5937791828722867
89201,3.355372613977355
89202,2.0840855690241886
89203,3.485257032304308
89204,3.8579236380889648
89205,4.2440636710944295
89206,2.7695568326572433
89207,4.583796841358359
89208,4.115561981821942
89209,4.385719910457206
89210,3.777551671613995
89211,4.340567936235607
89212,3.324090089689264
89213,3.431711615338034
89214,2.3254925967085263
89215,3.927370130729883
89216,4.474738315327639
89217,3.148695311666211
89218,4.432633885241092
89219,2.877575706949203
89220,2.7655227829984597
89221,3.588532447385521
89222,3.8646105360746192
89223,4.476457039540218
89224,3.207461103724541
89225,3.200225142388048
89226,3.908986039117007
89227,2.800554752429362
89228,3.6948986982282737
89229,2.7012998548952667
89230,2.646321996561361
89231,3.720407745872192
89232,3.8651662218568545
89233,3.0082067349595163
89234,3.504464296376034
89235,4.21278920747101
89236,2.8819682704122145
89237,4.228026286621538
89238,4.358665094444443
89239,3.8937747897627855
89240,3.8416889056082955
89241,3.892451162779153
89242,3.9978367475058048
89243,4.435110291203303
89244,4.341359883849602
89245,3.9922787247009457
89246,3.8399586872904945
89247,3.2389924224635105
89248,4.538696815773094
89249,2.6697872741236717
89250,4.380365026927278
89251,2.4840045199100844
89252,3.8627525247938452
89253,2.516691930913606
89254,3.2384070305621626
89255,2.9475329113436968
89256,3.562066638343992
89257,4.1955657470727985
89258,4.685155942503227
89259,3.4255692546734617
89260,3.318200101756651
89261,2.369553926106177
89262,4.0593685662319
89263,4.005843341151134
89264,4.275872980650121
89265,2.475687186201961
89266,4.134585396391871
89267,4.070886123423974
89268,3.8979041021350835
89269,3.6276737244728188
89270,4.1972780329020445
89271,3.0011412354527978
89272,4.1632077993549
89273,4.373656984788413
89274,3.804971689620229
89275,3.592732033247676
89276,3.253306754331819
89277,2.4339304265947073
89278,4.12485929154513
89279,2.4721205726186395
89280,3.028811239179287
89281,3.9138239295267674
89282,3.5069488136122136
89283,4.36716681055917
89284,4.376758390359039
89285,3.1319915774726406
89286,3.6840322363173437
89287,3.714397844138
89288,4.032359891220327
89289,3.612192057271491
89290,3.990822652885004
89291,3.098513369092974
89292,4.6409806863227105
89293,4.456023765461119
89294,3.6872877680316867
89295,3.390091695310229
89296,3.2273065156747105
89297,3.969153235849501
89298,3.280377841309514
89299,4.5135941371958035
89300,4.292835604176952
89301,4.404087702934835
89302,3.1903566985746936
89303,2.8648787568775815
89304,3.66597043227429
89305,4.028374173920456
89306,4.158090670149385
89307,3.7749125041429488
89308,3.754083923617164
89309,4.037183524414539
89310,3.1635704364047705
89311,2.5450146291271394
89312,3.988392820836243
89313,4.148177662732873
89314,3.888826661799979
89315,3.5511322938953236
89316,2.6011839627415796
89317,2.196084763718648
89318,3.14224931551919
89319,3.102050676701719
89320,3.960687380523797
89321,3.8961328379234925
89322,3.599820859744449
89323,4.290097794091392
89324,3.615217561173401
89325,4.282785310137742
89326,4.45296163488206
89327,4.216890166266648
89328,3.3516921114943177
89329,3.5051666482831934
89330,2.6373583450592686
89331,4.633544385295667
89332,3.6899191246766283
89333,4.674100778124066
89334,4.0038008931609745
89335,4.046632442846687
89336,2.399821801521082
89337,2.7535670049546703
89338,3.8821308647803003
89339,2.7772881994222907
89340,3.436168666152506
89341,3.5878815987894614
89342,3.8711970648044827
89343,2.592161811807004
89344,3.441654546884389
89345,3.837967461540468
89346,4.10225643810668
89347,3.261517733189902
89348,3.6497821171958056
89349,3.766843632619195
89350,4.115748169339735
89351,3.034732506507096
89352,3.867927998278042
89353,4.461529229786622
89354,2.6333599685138203
89355,4.022086794582432
89356,4.17508964834225
89357,4.31353141601513
89358,3.6716963939684
89359,3.041951997721355
89360,3.503942160214143
89361,4.250709619467843
89362,3.8891568939954104
89363,2.4326734074599106
89364,4.278174556354363
89365,3.7137777917860926
89366,3.8561522996093323
89367,3.7438571495494166
89368,4.324118303022154
89369,3.8058325702824978
89370,3.7606986165137344
89371,4.444349954674621
89372,3.9458305267876685
89373,2.957861436205819
89374,3.308575134898258
89375,3.9725369780464335
89376,3.8623178600137984
89377,4.152411140208529
89378,4.441297749086199
89379,3.9309619561918807
89380,4.176237109738394
89381,3.469299124285196
89382,4.074269527432545
89383,3.0329480657202965
89384,4.471586019097691
89385,4.7224385225091385
89386,3.4540632651167895
89387,3.7702863187334894
89388,4.247603439906665
89389,3.843553839161714
89390,4.540874610769284
89391,3.865087004367438
89392,3.5080397617141625
89393,2.8361999233003563
89394,4.131056691129702
89395,3.1649431322298587
89396,3.878418718188768
89397,3.941972998720062
89398,3.829389903897701
89399,2.415721837144307
89400,2.9750681813126816
89401,3.5996021324900234
89402,3.5500129663903235
89403,4.325114004204889
89404,3.9020638218993056
89405,3.1044795409233834
89406,3.0947165608190295
89407,3.870074074395964
89408,3.4921550147977167
89409,4.166128033187519
89410,2.331964376017173
89411,4.02603949510126
89412,3.6413859866657106
89413,4.5519259590070575
89414,4.177417114656158
89415,2.65330503257136
89416,2.6361387954564504
89417,3.8318185189889444
89418,3.442344828497113
89419,4.067140953696389
89420,2.456391917274784
89421,2.7705752284903866
89422,3.413887239874524
89423,3.788985386452583
89424,4.026517162817593
89425,4.283288947319494
89426,3.620464375652679
89427,2.741186977695683
89428,3.79659790188667
89429,4.13637153354446
89430,3.6261314666028155
89431,3.5052174718420246
89432,4.00282524547545
89433,4.221319227130549
89434,4.490538512077447
89435,2.486417793813478
89436,2.2115049390603154
89437,2.4154764804906392
89438,3.8399927986619056
89439,2.7221465461448533
89440,4.379730782367503
89441,3.362724110511709
89442,4.049816271882988
89443,2.983109839741521
89444,3.473669603017092
89445,4.500451426787383
89446,3.965371074164056
89447,2.4612773733543194
89448,3.6119539085986947
89449,2.400675291440255
89450,2.8308267384867576
89451,4.155941296054712
89452,4.133642363785797
89453,3.528341843226184
89454,2.893455244125529
89455,3.4067095369698666
89456,3.0084634105443744
89457,4.253865900370849
89458,4.265271821951236
89459,2.6994298954037848
89460,3.2238545731069492
89461,3.6294800590285523
89462,4.167754618921024
89463,3.197200072419369
89464,3.3276827312493187
89465,3.9485841011657046
89466,4.473052719018283
89467,3.7760288037196807
89468,3.862731903521364
89469,2.2791985134429216
89470,1.4386308999152224
89471,4.1619577443804445
89472,4.28250779727953
89473,3.161135188351893
89474,3.1121216987260865
89475,3.9065866125645186
89476,3.6968061983353184
89477,2.8438630344362745
89478,3.294894353881835
89479,3.037050343626819
89480,3.6782585302585846
89481,3.7862160973572405
89482,3.7158269403295074
89483,3.632112143514758
89484,3.727305936572982
89485,4.104015835006324
89486,4.207496194985098
89487,4.319181546095959
89488,2.975802500351502
89489,3.965808316397264
89490,3.3911030454930677
89491,2.9764030322533235
89492,3.845059871073222
89493,4.262931512193884
89494,4.203428612092474
89495,3.2947564782972534
89496,3.3283538154805887
89497,3.261769965158303
89498,3.3598321324663916
89499,3.679695371709457
89500,3.529924136307767
89501,3.748225516109826
89502,2.429947119831865
89503,4.300174097750763
89504,2.728157028397995
89505,4.465916114945639
89506,2.619136867925343
89507,4.077380342945084
89508,3.204811767053137
89509,3.912064006419849
89510,4.179958715233874
89511,4.1395658501962505
89512,4.211890645089956
89513,4.235472718711501
89514,3.824682485118044
89515,3.7856691967961615
89516,2.4390619969507448
89517,3.1942181449121407
89518,3.9503890075868355
89519,4.5160018043421335
89520,3.9486229228361354
89521,4.352563925189185
89522,2.8864717013599304
89523,4.202237207319208
89524,3.7496416862538053
89525,3.965072410601273
89526,3.9518220283829715
89527,3.4400799682850245
89528,3.8601891173041065
89529,3.606221626886645
89530,4.1528015427839104
89531,3.563857678812877
89532,3.9909861494118233
89533,2.5634787152988925
89534,3.2309810573164035
89535,3.887546462896255
89536,3.299720027413276
89537,3.829995960278002
89538,3.1882682394876456
89539,2.3956390774501997
89540,2.744324448987945
89541,3.867918639517563
89542,3.6709266726659524
89543,3.2847559855878776
89544,4.0172764762384245
89545,3.48837735033304
89546,4.50115648191271
89547,4.6242802664630345
